Hospital Name|CITY|State|Country
Flint River Hospital|Montezuma|Georgia (U.S. state)|USA
Floyd Medical Center|Rome|Georgia (U.S. state)|USA
Augusta University Medical Center|Augusta|Georgia (U.S. state)|USA
Gordon Hospital|Calhoun|Georgia (U.S. state)|USA
Grady General Hospital|Cairo|Georgia (U.S. state)|USA
Grady Memorial Hospital|Atlanta|Georgia (U.S. state)|USA
Gwinnett Medical Center-Duluth|Duluth|Georgia (U.S. state)|USA
Gwinnett Medical Center-Lawrenceville|Lawrenceville|Georgia (U.S. state)|USA
Habersham Medical Center|Demorest|Georgia (U.S. state)|USA
Hamilton Medical Center|Dalton|Georgia (U.S. state)|USA
Hart County Hospital|Hartwell|Georgia (U.S. state)|USA
Higgins General Hospital|Bremen|Georgia (U.S. state)|USA
Houston Medical Center|Warner Robins|Georgia (U.S. state)|USA
Jack Hughston Memorial Hospital|Columbus|Georgia (U.S. state)|USA
Irwin County Hospital|Ocilla|Georgia (U.S. state)|USA
Jasper Memorial Hospital|Monticello|Georgia (U.S. state)|USA
Jeff Davis Hospital|Hazlehurst|Georgia (U.S. state)|USA
Jefferson Hospital|Louisville|Georgia (U.S. state)|USA
John D. Archbold Memorial Hospital|Thomasville|Georgia (U.S. state)|USA
Liberty Regional Medical Center|Hinesville|Georgia (U.S. state)|USA
Louis Smith Memorial Hospital|Lakeland|Georgia (U.S. state)|USA
Lower Oconee Community Hospital|Glenwood|Georgia (U.S. state)|USA
Mayo Clinic Health System in Waycross|Waycross|Georgia (U.S. state)|USA
McDuffie Regional Medical Center|Thomson|Georgia (U.S. state)|USA
Meadows Regional Medical Center|Vidalia|Georgia (U.S. state)|USA
Medical Center of Central Georgia|Macon|Georgia (U.S. state)|USA
Medical Center of Peach County|Fort Valley|Georgia (U.S. state)|USA
Memorial Health University Medical Center|Savannah|Georgia (U.S. state)|USA
Memorial Hospital and Manor|Bainbridge|Georgia (U.S. state)|USA
Midtown Medical Center|Columbus|Georgia (U.S. state)|USA
Miller County Hospital|Colquitt|Georgia (U.S. state)|USA
Mitchell County Hospital|Camilla|Georgia (U.S. state)|USA
Monroe County Hospital|Forsyth|Georgia (U.S. state)|USA
Morgan Memorial Hospital|Madison|Georgia (U.S. state)|USA
Mountain Lakes Medical Center|Clayton|Georgia (U.S. state)|USA
Murray Medical Center|Chatsworth|Georgia (U.S. state)|USA
Newton Medical Center|Covington|Georgia (U.S. state)|USA
North Fulton Regional Hospital|Roswell|Georgia (U.S. state)|USA
North Georgia Medical Center|Ellijay|Georgia (U.S. state)|USA
Northeast Georgia Medical Center|Gainesville|Georgia (U.S. state)|USA
Northeast Georgia Medical Center|Braselton|Georgia (U.S. state)|USA
Northridge Medical Center|Commerce|Georgia (U.S. state)|USA
Northside Hospital - Cherokee|Canton|Georgia (U.S. state)|USA
Northside Hospital|Sandy Springs|Georgia (U.S. state)|USA
Northside Hospital Forsyth|Cumming|Georgia (U.S. state)|USA
Oconee Regional Medical Center|Milledgeville|Georgia (U.S. state)|USA
Optim Medical Center - Jenkins|Millen|Georgia (U.S. state)|USA
Optim Medical Center - Screven|Sylvania|Georgia (U.S. state)|USA
Perry Hospital|Perry|Georgia (U.S. state)|USA
Phoebe North Medical Center|Albany|Georgia (U.S. state)|USA
Phoebe Putney Memorial Hospital|Albany|Georgia (U.S. state)|USA
Phoebe Sumter Medical Center|Americus|Georgia (U.S. state)|USA
Phoebe Worth Medical Center|Sylvester|Georgia (U.S. state)|USA
Piedmont Fayette Hospital|Fayetteville|Georgia (U.S. state)|USA
Piedmont Henry Hospital|Stockbridge|Georgia (U.S. state)|USA
Piedmont Hospital|Atlanta|Georgia (U.S. state)|USA
Piedmont Mountainside Hospital|Jasper|Georgia (U.S. state)|USA
Piedmont Newnan Hospital|Newnan|Georgia (U.S. state)|USA
Pioneer Community Hospital of Early|Blakely|Georgia (U.S. state)|USA
Polk Medical Center|Cedartown|Georgia (U.S. state)|USA
Putnam General Hospital|Eatonton|Georgia (U.S. state)|USA
Redmond Regional Medical Center|Rome|Georgia (U.S. state)|USA
River Place Braselton|Braselton|Georgia (U.S. state)|USA
Rockdale Medical Center|Conyers|Georgia (U.S. state)|USA
Saint Joseph's Hospital of Atlanta|Atlanta|Georgia (U.S. state)|USA
Smith Northview Hospital|Valdosta|Georgia (U.S. state)|USA
South Fulton Medical Center|East Point|Georgia (U.S. state)|USA
South Georgia Medical Center|Valdosta|Georgia (U.S. state)|USA
Southeast Georgia Health System Brunswick Campus|Brunswick|Georgia (U.S. state)|USA
Southeast Georgia Health System Camden Campus|St. Marys|Georgia (U.S. state)|USA
Southern Regional Medical Center|Riverdale|Georgia (U.S. state)|USA
Southwest Georgia Regional Medical Center / Patterson Hospital|Cuthbert|Georgia (U.S. state)|USA
Spalding Regional Medical Center|Griffin|Georgia (U.S. state)|USA
St. Francis Hospital|Columbus|Georgia (U.S. state)|USA
St. Joseph's Hospital Savannah|Savannah|Georgia (U.S. state)|USA
St. Mary's Hospital|Athens|Georgia (U.S. state)|USA
St. Mary's Good Samaritan Hospital|Greensboro|Georgia (U.S. state)|USA
St. Mary's Sacred Heart Hospital|Lavonia|Georgia (U.S. state)|USA
Stephens County Hospital|Toccoa|Georgia (U.S. state)|USA
Sylvan Grove Hospital|Jackson|Georgia (U.S. state)|USA
Tanner Medical Center Carrollton|Carrollton|Georgia (U.S. state)|USA
Tanner Medical Center Villa Rica|Villa Rica|Georgia (U.S. state)|USA
Taylor Regional Hospital|Hawkinsville|Georgia (U.S. state)|USA
Tift Regional Medical Center|Tifton|Georgia (U.S. state)|USA
Trinity Hospital of Augusta|Augusta|Georgia (U.S. state)|USA
Turning Point Hospital|Moultrie|Georgia (U.S. state)|USA
Union General Hospital|Blairsville|Georgia (U.S. state)|USA
University Hospital|Augusta|Georgia (U.S. state)|USA
Upson Regional Medical Center|Thomaston|Georgia (U.S. state)|USA
Warm Springs Medical Center|Warm Springs|Georgia (U.S. state)|USA
Washington County Regional Medical Center|Sandersville|Georgia (U.S. state)|USA
Wayne Memorial Hospital|Jesup|Georgia (U.S. state)|USA
WellStar Cobb Hospital|Austell|Georgia (U.S. state)|USA
WellStar Douglas Hospital|Douglasville|Georgia (U.S. state)|USA
WellStar Kennestone Regional Medical Center|Marietta|Georgia (U.S. state)|USA
WellStar Paulding Hospital|Dallas|Georgia (U.S. state)|USA
Wesley Woods Geriatric Hospital of Emory University|Atlanta|Georgia (U.S. state)|USA
West Georgia Medical Center|LaGrange|Georgia (U.S. state)|USA
Wildwood Hospital|Wildwood|Georgia (U.S. state)|USA
Wills Memorial Hospital|Washington|Georgia (U.S. state)|USA
Cancer Institute of Maui - Wailuku, Hawaii||Hawaii|USA
Castle Medical Center - Kailua, Oahu, Hawaii||Hawaii|USA
Hawaii State Hospital - Kaneohe, Hawaii||Hawaii|USA
Hilo medical center- Hilo,Hawaii||Hawaii|USA
Kahuku Medical Center - Oahu, Hawaii||Hawaii|USA
Kaiser Foundation Hospital - Honolulu, Hawaii||Hawaii|USA
Kapi'olani Medical Center for Women & Children - Honolulu, Hawaii||Hawaii|USA
Ka'u Hospital - Pahala, Hawaii||Hawaii|USA
Kauai Veterans Memorial Hospital - Waimea, Hawaii||Hawaii|USA
Kohala Hospital - Kapaau, Hawaii||Hawaii|USA
Kona Community Hospital - Kealekekua, Hawaii||Hawaii|USA
Kula Hospital - Kula, Hawaii||Hawaii|USA
Kuakini Medical Center - Honolulu, Hawaii||Hawaii|USA
Lanai Community Hospital - Lanai City, Hawaii||Hawaii|USA
North Hawaii Community Hospital - Kamuela, Hawaii||Hawaii|USA
Pali Momi Medical Center - Aiea, Hawaii||Hawaii|USA
The Queen's Medical Center - Honolulu, Hawaii||Hawaii|USA
The Queen's Medical Center West O‘ahu - Ewa Beach, Hawaii||Hawaii|USA
Samuel Mahelona Memorial Hospital - Kapaa, Hawaii||Hawaii|USA
Shriners Hospital - Honolulu, Hawaii||Hawaii|USA
Straub Clinic & Hospital - Honolulu, Hawaii||Hawaii|USA
Tripler Army Medical Center - Honolulu, Hawaii||Hawaii|USA
Wahiawa General Hospital - Wahiawa, Hawaii||Hawaii|USA
Wilcox Memorial Hospital - Lihue, Hawaii; Kauai, Hawaii||Hawaii|USA
Methodist Hospital||Houston|USA
St. Luke's Episcopal Hospital||Houston|USA
University of Texas M.D. Anderson Cancer Center||Houston|USA
Park Plaza Hospital||Houston|USA
Memorial Hermann-Texas Medical Center||Houston|USA
Menninger Clinic||Houston|USA
TIRR Memorial Hermann||Houston|USA
San Jacinto Methodist Hospital||Houston|USA
Memorial Hermann Northwest Hospital||Houston|USA
Memorial Hermann Memorial City Medical Center||Houston|USA
Methodist Willowbrook Hospital||Houston|USA
Texas Orthopedic Hospital||Houston|USA
Texas Children's Hospital||Houston|USA
Ben Taub Hospital||Houston|USA
Memorial Hermann Katy Hospital||Houston|USA
Lyndon B. Johnson General Hospital||Houston|USA
Intracare Hospital North||Houston|USA
West Houston Medical Center||Houston|USA
Cypress Fairbanks Medical Center||Houston|USA
St. Joseph Medical Center||Houston|USA
The Woman's Hospital of Texas||Houston|USA
Westbury Community Hospital||Houston|USA
Clear Lake Regional Medical Center||Houston|USA
Memorial Hermann Memorial City Hospital||Houston|USA
Birkeland Maternity Center|Nampa, Idaho|Idaho|USA
Bear Lake Memorial Hospital|Montpelier, Idaho|Idaho|USA
Benewah Community Hospital|St. Maries, Idaho|Idaho|USA
Bingham Memorial Hospital|Blackfoot, Idaho|Idaho|USA
Bonner General Hospital|Sandpoint, Idaho|Idaho|USA
Cassia Regional Medical Center|Burley, Idaho|Idaho|USA
Clearwater Valley Hospital|Orofino, Idaho|Idaho|USA
Eastern Idaho Regional Medical Center|Idaho Falls, Idaho|Idaho|USA
St. Lukes-Elks Rehabilitation Hospital|Boise, Idaho|Idaho|USA
Franklin County Medical Center|Preston, Idaho|Idaho|USA
Gritman Medical Center|Moscow, Idaho|Idaho|USA
Idaho Falls Recovery Center|Idaho Falls, Idaho|Idaho|USA
Idaho State School and Hospital|Nampa, Idaho|Idaho|USA
Kootenai Medical Center|Coeur D'Alene, Idaho|Idaho|USA
Lost Rivers Medical Center|Arco, Idaho|Idaho|USA
Madison Memorial Hospital|Rexburg, Idaho|Idaho|USA
Saint Alphonsus-Nampa (Formerly Mercy Medical Center)|Nampa, Idaho|Idaho|USA
Minidoka Memorial Hospital|Rupert, Idaho|Idaho|USA
Mountain View Hospital|Idaho Falls, Idaho|Idaho|USA
North Canyon Medical Center|Gooding, Idaho|Idaho|USA
Oneida County Hospital|Malad, Idaho|Idaho|USA
Portneuf Medical Center|Pocatello, Idaho|Idaho|USA
Saint Alphonsus Regional Medical Center|Boise, Idaho|Idaho|USA
Saint Alphonsus Cancer Center|Caldwell, Idaho|Idaho|USA
St. Luke's Jerome|Jerome, Idaho|Idaho|USA
St. Luke's Boise Medical Center|Boise, Idaho|Idaho|USA
St. Luke's Magic Valley Regional Medical Center|Twin Falls, Idaho|Idaho|USA
St. Luke's Meridian Medical Center|Meridian, Idaho|Idaho|USA
St. Luke's Wood River Medical Center|Ketchum, Idaho|Idaho|USA
St. Joseph Regional Medical Center|Lewiston, Idaho|Idaho|USA
St. Mary Hospital|Cottonwood, Idaho|Idaho|USA
Teton Valley Hospital|Driggs, Idaho|Idaho|USA
West Valley Medical Center|Caldwell, Idaho|Idaho|USA
Walter Knox Memorial Hospital|Emmett, Idaho|Idaho|USA
Adams Memorial Hospital| Decatur|Indiana|USA
Bedford Regional Medical Center| Bedford|Indiana|USA
BHC Valle Vista Hospital| Greenwood|Indiana|USA
Blackford Community Hospital| Hartford City|Indiana|USA
Bloomington Hospital| Bloomington|Indiana|USA
Bloomington Hospital of Orange County| Paoli|Indiana|USA
Bloomington Meadows Hospital| Bloomington|Indiana|USA
Bluffton Regional Medical Center| Bluffton|Indiana|USA
Cameron Memorial Community Hospital| Angola|Indiana|USA
Clark Memorial Hospital| Jeffersonville|Indiana|USA
Columbus Regional Health| Columbus|Indiana|USA
Community Hospital| Munster|Indiana|USA
Community Hospital of Anderson and Madison County| Anderson|Indiana|USA
Community Hospital of Bremen| Bremen|Indiana|USA
Community Hospital East| Indianapolis|Indiana|USA
Community Hospital North| Indianapolis|Indiana|USA
Community Hospital South| Indianapolis|Indiana|USA
Community Howard Regional Health| Kokomo|Indiana|USA
Community Mental Health Center| Lawrenceburg|Indiana|USA
Daviess Community Hospital| Washington|Indiana|USA
Deaconess Cross Pointe Center| Evansville|Indiana|USA
Deaconess Gateway Hospital| Newburgh|Indiana|USA
Deaconess Hospital| Evansville|Indiana|USA
Dearborn County Hospital| Lawrenceburg|Indiana|USA
Decatur County Memorial Hospital| Greensburg|Indiana|USA
DeKalb Memorial Hospital| Auburn|Indiana|USA
Dukes Memorial Hospital| Peru|Indiana|USA
Dunn Memorial Hospital| Bedford|Indiana|USA
Dupont Hospital| Fort Wayne|Indiana|USA
Elkhart General Hospital| Elkhart|Indiana|USA
Evansville Psychiatric Children's Center| Evansville|Indiana|USA
Fairbanks Hospital| Indianapolis|Indiana|USA
Fayette Memorial Hospital Association| Connersville|Indiana|USA
Floyd Memorial Hospital and Health Services| New Albany|Indiana|USA
Four County Counseling Center| Logansport|Indiana|USA
Franciscan Health Carmel - Carmel[1]||Indiana|USA
Franciscan Health Crawfordsville| Crawfordsville[1]|Indiana|USA
Franciscan Health Crown Point| Crown Point[1]|Indiana|USA
Franciscan Health Dyer| Dyer[1]|Indiana|USA
Franciscan Health Hammond| Hammond[1]|Indiana|USA
Franciscan Health Indianapolis| Indianapolis[1]|Indiana|USA
Franciscan Health Lafayette Central| Lafayette[1]|Indiana|USA
Franciscan Health Lafayette East| Lafayette[1]|Indiana|USA
Franciscan Health Michigan City| Michigan City[1]|Indiana|USA
Franciscan Health Mooresville| Mooresville[1]|Indiana|USA
Franciscan Health Munster| Munster[1]|Indiana|USA
Franciscan Health Rensselaer| Rensselaer[1]|Indiana|USA
Gibson General Hospital| Princeton|Indiana|USA
Greene County General Hospital| Linton|Indiana|USA
Good Samaritan Hospital| Vincennes|Indiana|USA
Goshen General Hospital| Goshen|Indiana|USA
Grant-Blackford Mental Health| Marion|Indiana|USA
Greene County General Hospital| Linton|Indiana|USA
Hamilton Center| Terre Haute|Indiana|USA
Hancock Regional Hospital| Greenfield|Indiana|USA
Harrison County Hospital| Corydon|Indiana|USA
HealthSouth Deaconess Rehabilitation Hospital| Indiana|Indiana|USA
HealthSouth Hospital of Terre Haute| Terre Haute|Indiana|USA
Heart Center of Indiana| Indianapolis|Indiana|USA
Hendricks Regional Health| Danville|Indiana|USA
Henry County Memorial Hospital| New Castle|Indiana|USA
Hind General Hospital| Hobart|Indiana|USA
Indiana Heart Hospital| Indianapolis|Indiana|USA
Indiana Orthopaedic Hospital| Indianapolis|Indiana|USA
Indiana University Health Ball Memorial Hospital| Muncie|Indiana|USA
Indiana University Health La Porte Hospital| La Porte|Indiana|USA
Indiana University Health North Hospital| Carmel|Indiana|USA
Indiana University Health Starke Hospital| Knox|Indiana|USA
Indiana University Health Tipton Hospital| Tipton|Indiana|USA
Indiana University Health West Hospital| Avon|Indiana|USA
Indiana University Hospital| Indianapolis|Indiana|USA
Jay County Hospital| Portland|Indiana|USA
Johnson Memorial Hospital| Franklin|Indiana|USA
Kindred Hospital| Indianapolis|Indiana|USA
King's Daughters Hospital and Health Services| Madison|Indiana|USA
Kosciusko Community Hospital| Warsaw|Indiana|USA
Larue D. Carter Memorial Hospital| Indianapolis|Indiana|USA
Logansport State Hospital| Logansport|Indiana|USA
Lutheran Hospital of Indiana| Fort Wayne|Indiana|USA
Madison State Hospital| Madison|Indiana|USA
Major Hospital| Shelbyville|Indiana|USA
Margaret Mary Community Hospital| Batesville|Indiana|USA
Marion General Hospital| Marion|Indiana|USA
Medical Center of Southern Indiana| Charlestown|Indiana|USA
Memorial Hospital| Logansport|Indiana|USA
Memorial Hospital and Health Care Center| Jasper|Indiana|USA
Memorial Hospital of South Bend| South Bend|Indiana|USA
Methodist Hospitals| Gary and Merrillville|Indiana|USA
Methodist Hospital of Indianapolis| Indianapolis|Indiana|USA
Michiana Behavioral Health Center| Plymouth|Indiana|USA
Morgan Hospital & Medical Center| Martinsville|Indiana|USA
Northeastern Center| Auburn|Indiana|USA
Oaklawn Psychiatric Center| Goshen|Indiana|USA
Otis R. Bowen Center for Human Services| Warsaw|Indiana|USA
Our Lady of Peace Hospital| South Bend|Indiana|USA
Parkview Hospital Randallia| Fort Wayne|Indiana|USA
Parkview Huntington Hospital| Huntington|Indiana|USA
Parkview Lagrange Hospital| Lagrange|Indiana|USA
Parkview Noble Hospital| Kendallville|Indiana|USA
Parkview Regional Medical Center| Fort Wayne|Indiana|USA
Parkview Whitley Hospital| Columbia City|Indiana|USA
Perry County Memorial Hospital| Tell City|Indiana|USA
Pinnacle Hospital- Crown Point||Indiana|USA
Portage Hospital| Portage|Indiana|USA
Porter Regional Hospital| Valparaiso|Indiana|USA
Pulaski Memorial Hospital| Winamac|Indiana|USA
Putnam County Hospital| Greencastle|Indiana|USA
Regency Hospital of Northwest Indiana| East Chicago|Indiana|USA
Rehabilitation Hospital of Fort Wayne| Fort Wayne|Indiana|USA
Rehabilitation Hospital of Indiana| Indianapolis|Indiana|USA
Reid Hospital and Health Care Services| Richmond|Indiana|USA
Richmond State Hospital| Richmond|Indiana|USA
Riley Hospital for Children| Indianapolis|Indiana|USA
Riverside Hospital Corporation| South Bend|Indiana|USA
Riverview Hospital| Noblesville|Indiana|USA
Rush Memorial Hospital| Rushville|Indiana|USA
Saint John's Health System| Anderson|Indiana|USA
Schneck Medical Center| Seymour|Indiana|USA
Scott County Memorial Hospital| Scottsburg|Indiana|USA
Select Specialty Hospital - Beech Grove| Beech Grove|Indiana|USA
Select Specialty Hospital - Bloomington| Bloomington|Indiana|USA
Select Specialty Hospital - Evansville| Evansville|Indiana|USA
Select Specialty Hospital - Fort Wayne| Bloomington|Indiana|USA
Select Specialty Hospital - Indianapolis| Indianapolis|Indiana|USA
Select Specialty Hospital - Northwest Indiana| Hammond|Indiana|USA
Southern Indiana Rehabilitation Hospital| New Albany|Indiana|USA
Southlake Center for Mental Health| Merrillville|Indiana|USA
St. Catherine Hospital| East Chicago|Indiana|USA
St. Elizabeth Ann Seton Hospital of Carmel| Carmel|Indiana|USA
